0,3,1071,386
0,467,1071,133
582,231,188,357
0,382,1071,218
456,191,187,387
0,221,1071,379
0,6,1071,594
759,383,312,85
0,381,1071,106
668,253,57,57
0,389,601,98
695,424,47,35
453,249,235,83
455,190,38,24
515,565,25,13
598,232,127,78
496,230,274,358
0,3,1071,252
600,339,47,23
949,509,44,13
453,249,52,34
0,200,102,40
269,534,43,11
455,190,55,24
364,469,44,11
512,271,21,19
409,573,49,9
885,493,24,7
886,493,38,8
284,465,59,25
836,479,39,7
995,518,32,10
801,553,57,6
912,496,13,5
886,493,92,27
